半导体	semiconductor
"2763","weight","机器人","铁矿石",0.264976125008915,1,"0.26498","ns","Wilcoxon"
"2764","weight","机器人","铁路设备",1.22717980000414e-16,4.3e-13,"< 2e-16","****","Wilcoxon"
"2765","weight","机器人","通信设备",3.87154026519354e-24,1.5e-20,"< 2e-16","****","Wilcoxon"
"2766","weight","机器人","通用设备",5.1509392408825e-07,0.0014,"5.2e-07","****","Wilcoxon"
"2767","weight","机器人","卫星应用",1.27240738437517e-09,3.9e-06,"1.3e-09","****","Wilcoxon"
"2768","weight","机器人","文娱用品",0.000674985802662508,1,"0.00067","***","Wilcoxon"
"2769","weight","机器人","物流",2.99384758809364e-09,9.1e-06,"3.0e-09","****","Wilcoxon"
"2770","weight","机器人","稀有金属",9.30690422863407e-17,3.3e-13,"< 2e-16","****","Wilcoxon"
"2771","weight","机器人","橡胶制品",1.06541643948555e-29,4.2e-26,"< 2e-16","****","Wilcoxon"
"2772","weight","机器人","消费电子设备",0.111894238045249,1,"0.11189","ns","Wilcoxon"
"2773","weight","机器人","小家电",2.01649985914648e-43,8.3e-40,"< 2e-16","****","Wilcoxon"
"2774","weight","机器人","休闲服务",0.839080638598532,1,"0.83908","ns","Wilcoxon"
"2775","weight","机器人","医疗服务",0.0383314875373777,1,"0.03833","*","Wilcoxon"
"2776","weight","机器人","医疗器械",4.17624375967319e-07,0.0012,"4.2e-07","****","Wilcoxon"
"2777","weight","机器人","医药商业",1.44599988602227e-24,5.5e-21,"< 2e-16","****","Wilcoxon"
"2778","weight","机器人","银行",0.803080898409745,1,"0.80308","ns","Wilcoxon"
"2779","weight","机器人","饮料",0.0616230172000731,1,"0.06162","ns","Wilcoxon"
"2780","weight","机器人","营销服务",0.000241059188070852,0.55,"0.00024","***","Wilcoxon"
"2781","weight","机器人","影视动漫",0.00240118560934557,1,"0.00240","**","Wilcoxon"
"2782","weight","机器人","渔业",0.780696765879139,1,"0.78070","ns","Wilcoxon"
"2783","weight","机器人","造纸印刷",6.19770503721494e-83,2.7e-79,"< 2e-16","****","Wilcoxon"
"2784","weight","机器人","照明设备",7.30012202893953e-15,2.5e-11,"7.3e-15","****","Wilcoxon"
"2785","weight","机器人","中药生产",2.44849457997466e-06,0.0066,"2.4e-06","****","Wilcoxon"
"2786","weight","机器人","珠宝首饰",3.25012015262522e-20,1.2e-16,"< 2e-16","****","Wilcoxon"
"2787","weight","机器人","专业服务",7.69394348025838e-62,3.3e-58,"< 2e-16","****","Wilcoxon"
"2788","weight","机器人","专用设备",1.04931417510188e-13,3.5e-10,"1.0e-13","****","Wilcoxon"
"2789","weight","机器人","装修装饰",2.68944477216561e-12,8.8e-09,"2.7e-12","****","Wilcoxon"
"2790","weight","机器人","综合",8.24967018149137e-25,3.2e-21,"< 2e-16","****","Wilcoxon"
"2791","weight","基本金属","基础建设",4.77632868906706e-05,0.12,"4.8e-05","****","Wilcoxon"
"2792","weight","基本金属","计算机软件",9.35643167059266e-84,4.1e-80,"< 2e-16","****","Wilcoxon"
"2793","weight","基本金属","计算机硬件",1.85044842194648e-76,8e-73,"< 2e-16","****","Wilcoxon"
"2794","weight","基本金属","家具",1.21324272878079e-14,4.2e-11,"1.2e-14","****","Wilcoxon"
"2795","weight","基本金属","建筑施工",5.58272469734328e-239,2.5e-235,"< 2e-16","****","Wilcoxon"
"2796","weight","基本金属","教育",0.362535482904902,1,"0.36254","ns","Wilcoxon"
"2797","weight","基本金属","金属非金属新材料",1.51665323556424e-57,6.4e-54,"< 2e-16","****","Wilcoxon"
"2798","weight","基本金属","金属制品",1.47056992186916e-143,6.6e-140,"< 2e-16","****","Wilcoxon"
"2799","weight","基本金属","林业",0.0442355707214745,1,"0.04424","*","Wilcoxon"
"2800","weight","基本金属","零售",0.389804805615709,1,"0.38980","ns","Wilcoxon"
"2801","weight","基本金属","贸易",0.00171645105712532,1,"0.00172","**","Wilcoxon"
"2802","weight","基本金属","煤炭",0.0338425857938773,1,"0.03384","*","Wilcoxon"
"2803","weight","基本金属","耐火材料",5.29122944217402e-65,2.3e-61,"< 2e-16","****","Wilcoxon"
"2804","weight","基本金属","农业",3.0820719930614e-08,9e-05,"3.1e-08","****","Wilcoxon"
"2805","weight","基本金属","平面媒体",0.250990475538121,1,"0.25099","ns","Wilcoxon"
"2806","weight","基本金属","其他电气设备",6.13366103869813e-09,1.8e-05,"6.1e-09","****","Wilcoxon"
"2807","weight","基本金属","其他家电",0.0900839933432855,1,"0.09008","ns","Wilcoxon"
"2808","weight","基本金属","其他建材",5.0321882169383e-19,1.8e-15,"< 2e-16","****","Wilcoxon"
"2809","weight","基本金属","其他交运设备",0.128301440584764,1,"0.12830","ns","Wilcoxon"
"2810","weight","基本金属","其他轻工",0.0253817334777395,1,"0.02538","*","Wilcoxon"
"2811","weight","基本金属","汽车",1.91069086878318e-21,7.1e-18,"< 2e-16","****","Wilcoxon"
"2812","weight","基本金属","燃气",0.00217177305928779,1,"0.00217","**","Wilcoxon"
"2813","weight","基本金属","商业物业经营",0.526559092316021,1,"0.52656","ns","Wilcoxon"
"2814","weight","基本金属","生物医药",7.31708948195605e-06,0.019,"7.3e-06","****","Wilcoxon"
"2815","weight","基本金属","石油天然气",5.69895511598604e-18,2e-14,"< 2e-16","****","Wilcoxon"
"2816","weight","基本金属","食品",7.12647568010723e-57,3e-53,"< 2e-16","****","Wilcoxon"
"2817","weight","基本金属","视听器材",6.62480404023534e-16,2.3e-12,"6.6e-16","****","Wilcoxon"
"2818","weight","基本金属","输变电设备",0.92202151181748,1,"0.92202","ns","Wilcoxon"
"2819","weight","基本金属","水泥",0.167192539638073,1,"0.16719","ns","Wilcoxon"
"2820","weight","基本金属","水务",0.995070924994842,1,"0.99507","ns","Wilcoxon"
"2821","weight","基本金属","陶瓷",5.95587114162768e-12,1.9e-08,"6.0e-12","****","Wilcoxon"
"2822","weight","基本金属","铁矿石",0.574105292019893,1,"0.57411","ns","Wilcoxon"
"2823","weight","基本金属","铁路设备",4.20933321660628e-10,1.3e-06,"4.2e-10","****","Wilcoxon"
"2824","weight","基本金属","通信设备",5.92213837267528e-13,2e-09,"5.9e-13","****","Wilcoxon"
"2825","weight","基本金属","通用设备",2.32872014470503e-11,7.5e-08,"2.3e-11","****","Wilcoxon"
"2826","weight","基本金属","卫星应用",0.00493467193871674,1,"0.00493","**","Wilcoxon"
"2827","weight","基本金属","文娱用品",4.32290577420422e-07,0.0012,"4.3e-07","****","Wilcoxon"
"2828","weight","基本金属","物流",0.0815566837931417,1,"0.08156","ns","Wilcoxon"
"2829","weight","基本金属","稀有金属",0.0218291857591865,1,"0.02183","*","Wilcoxon"
"2830","weight","基本金属","橡胶制品",8.49328331313303e-13,2.8e-09,"8.5e-13","****","Wilcoxon"
"2831","weight","基本金属","消费电子设备",1.93783929173299e-07,0.00055,"1.9e-07","****","Wilcoxon"
"2832","weight","基本金属","小家电",2.41361665784754e-20,8.9e-17,"< 2e-16","****","Wilcoxon"
"2833","weight","基本金属","休闲服务",0.772207071261034,1,"0.77221","ns","Wilcoxon"
"2834","weight","基本金属","医疗服务",3.53924527371602e-06,0.0094,"3.5e-06","****","Wilcoxon"
"2835","weight","基本金属","医疗器械",0.000402256852900145,0.9,"0.00040","***","Wilcoxon"
"2836","weight","基本金属","医药商业",4.62801054639676e-48,1.9e-44,"< 2e-16","****","Wilcoxon"
"2837","weight","基本金属","银行",6.85453886556715e-07,0.0019,"6.9e-07","****","Wilcoxon"
"2838","weight","基本金属","饮料",0.859162115711597,1,"0.85916","ns","Wilcoxon"
"2839","weight","基本金属","营销服务",0.351923368979788,1,"0.35192","ns","Wilcoxon"
"2840","weight","基本金属","影视动漫",1.65578404055402e-05,0.042,"1.7e-05","****","Wilcoxon"
"2841","weight","基本金属","渔业",0.662682953425461,1,"0.66268","ns","Wilcoxon"
"2842","weight","基本金属","造纸印刷",4.33133438009754e-68,1.9e-64,"< 2e-16","****","Wilcoxon"
"2843","weight","基本金属","照明设备",1.09760835796295e-08,3.3e-05,"1.1e-08","****","Wilcoxon"
"2844","weight","基本金属","中药生产",1.27802115752185e-23,4.9e-20,"< 2e-16","****","Wilcoxon"
"2845","weight","基本金属","珠宝首饰",6.18853160771646e-22,2.3e-18,"< 2e-16","****","Wilcoxon"
"2846","weight","基本金属","专业服务",1.70241288877093e-28,6.7e-25,"< 2e-16","****","Wilcoxon"
"2847","weight","基本金属","专用设备",0.00357594525522654,1,"0.00358","**","Wilcoxon"
"2848","weight","基本金属","装修装饰",0.00351967305495905,1,"0.00352","**","Wilcoxon"
"2849","weight","基本金属","综合",1.26548629654884e-10,4e-07,"1.3e-10","****","Wilcoxon"
"2850","weight","基础建设","计算机软件",2.24091678679719e-05,0.056,"2.2e-05","****","Wilcoxon"
"2851","weight","基础建设","计算机硬件",0.000786350102484285,1,"0.00079","***","Wilcoxon"
"2852","weight","基础建设","家具",8.72591825307042e-12,2.8e-08,"8.7e-12","****","Wilcoxon"
"2853","weight","基础建设","建筑施工",8.99466860829551e-39,3.6e-35,"< 2e-16","****","Wilcoxon"
"2854","weight","基础建设","教育",0.0213493750584112,1,"0.02135","*","Wilcoxon"
"2855","weight","基础建设","金属非金属新材料",0.0815381431421895,1,"0.08154","ns","Wilcoxon"
"2856","weight","基础建设","金属制品",4.95219095594405e-37,2e-33,"< 2e-16","****","Wilcoxon"
"2857","weight","基础建设","林业",0.462753502781564,1,"0.46275","ns","Wilcoxon"
"2858","weight","基础建设","零售",0.263292963885884,1,"0.26329","ns","Wilcoxon"
"2859","weight","基础建设","贸易",1.71443972344947e-06,0.0047,"1.7e-06","****","Wilcoxon"
"2860","weight","基础建设","煤炭",0.00012445868615845,0.29,"0.00012","***","Wilcoxon"
"2861","weight","基础建设","耐火材料",8.57131938041474e-26,3.3e-22,"< 2e-16","****","Wilcoxon"
"2862","weight","基础建设","农业",1.64132901396192e-09,5e-06,"1.6e-09","****","Wilcoxon"
"2863","weight","基础建设","平面媒体",0.616603671218247,1,"0.61660","ns","Wilcoxon"
"2864","weight","基础建设","其他电气设备",0.910363497726921,1,"0.91036","ns","Wilcoxon"
"2865","weight","基础建设","其他家电",0.0120624355676179,1,"0.01206","*","Wilcoxon"
"2866","weight","基础建设","其他建材",7.74572370125604e-13,2.6e-09,"7.7e-13","****","Wilcoxon"
"2867","weight","基础建设","其他交运设备",0.0299699917240603,1,"0.02997","*","Wilcoxon"
"2868","weight","基础建设","其他轻工",0.434219054254131,1,"0.43422","ns","Wilcoxon"
"2869","weight","基础建设","汽车",0.130131615942212,1,"0.13013","ns","Wilcoxon"
"2870","weight","基础建设","燃气",1.16049617430923e-05,0.03,"1.2e-05","****","Wilcoxon"
"2871","weight","基础建设","商业物业经营",0.0747680388782419,1,"0.07477","ns","Wilcoxon"
"2872","weight","基础建设","生物医药",5.03252599584562e-08,0.00015,"5.0e-08","****","Wilcoxon"
"2873","weight","基础建设","石油天然气",0.302184629157362,1,"0.30218","ns","Wilcoxon"
"2874","weight","基础建设","食品",9.45635583920395e-21,3.5e-17,"< 2e-16","****","Wilcoxon"
"2875","weight","基础建设","视听器材",0.0198406756418065,1,"0.01984","*","Wilcoxon"
"2876","weight","基础建设","输变电设备",0.00289536635367382,1,"0.00290","**","Wilcoxon"
"2877","weight","基础建设","水泥",0.00106594675721039,1,"0.00107","**","Wilcoxon"
"2878","weight","基础建设","水务",0.0261238419422272,1,"0.02612","*","Wilcoxon"
"2879","weight","基础建设","陶瓷",0.241302872321642,1,"0.24130","ns","Wilcoxon"
"2880","weight","基础建设","铁矿石",0.726670602236667,1,"0.72667","ns","Wilcoxon"
"2881","weight","基础建设","铁路设备",0.0274235403996225,1,"0.02742","*","Wilcoxon"
"2882","weight","基础建设","通信设备",0.29822309403829,1,"0.29822","ns","Wilcoxon"
"2883","weight","基础建设","通用设备",6.55121810493564e-07,0.0018,"6.6e-07","****","Wilcoxon"
"2884","weight","基础建设","卫星应用",0.0813358487079942,1,"0.08134","ns","Wilcoxon"
"2885","weight","基础建设","文娱用品",1.6515361535876e-07,0.00047,"1.7e-07","****","Wilcoxon"
"2886","weight","基础建设","物流",8.42553186259566e-05,0.2,"8.4e-05","****","Wilcoxon"
"2887","weight","基础建设","稀有金属",0.00123180660646442,1,"0.00123","**","Wilcoxon"
"2888","weight","基础建设","橡胶制品",0.934381158379435,1,"0.93438","ns","Wilcoxon"
"2889","weight","基础建设","消费电子设备",3.09225946890926e-10,9.7e-07,"3.1e-10","****","Wilcoxon"
"2890","weight","基础建设","小家电",0.944496879267187,1,"0.94450","ns","Wilcoxon"
"2891","weight","基础建设","休闲服务",0.179169392407462,1,"0.17917","ns","Wilcoxon"
"2892","weight","基础建设","医疗服务",1.66280057069023e-08,4.9e-05,"1.7e-08","****","Wilcoxon"
"2893","weight","基础建设","医疗器械",1.22567708170049e-07,0.00035,"1.2e-07","****","Wilcoxon"
"2894","weight","基础建设","医药商业",8.96531156495228e-27,3.5e-23,"< 2e-16","****","Wilcoxon"
"2895","weight","基础建设","银行",1.21457621894455e-08,3.6e-05,"1.2e-08","****","Wilcoxon"
"2896","weight","基础建设","饮料",0.322786574812607,1,"0.32279","ns","Wilcoxon"
"2897","weight","基础建设","营销服务",0.101351227035771,1,"0.10135","ns","Wilcoxon"
"2898","weight","基础建设","影视动漫",6.3361144665127e-05,0.15,"6.3e-05","****","Wilcoxon"
"2899","weight","基础建设","渔业",0.311745191389038,1,"0.31175","ns","Wilcoxon"
"2900","weight","基础建设","造纸印刷",0.0328270247634068,1,"0.03283","*","Wilcoxon"
"2901","weight","基础建设","照明设备",0.0421198738972657,1,"0.04212","*","Wilcoxon"
"2902","weight","基础建设","中药生产",5.52009084900034e-16,1.9e-12,"5.5e-16","****","Wilcoxon"
"2903","weight","基础建设","珠宝首饰",1.28307991574357e-18,4.6e-15,"< 2e-16","****","Wilcoxon"
"2904","weight","基础建设","专业服务",0.954199099103554,1,"0.95420","ns","Wilcoxon"
"2905","weight","基础建设","专用设备",5.83344683135997e-06,0.015,"5.8e-06","****","Wilcoxon"
"2906","weight","基础建设","装修装饰",0.099920042622135,1,"0.09992","ns","Wilcoxon"
"2907","weight","基础建设","综合",0.904658759411573,1,"0.90466","ns","Wilcoxon"
"2908","weight","计算机软件","计算机硬件",0.962314361517794,1,"0.96231","ns","Wilcoxon"
"2909","weight","计算机软件","家具",2.68986238918137e-63,1.1e-59,"< 2e-16","****","Wilcoxon"
"2910","weight","计算机软件","建筑施工",2.52233454813184e-51,1.1e-47,"< 2e-16","****","Wilcoxon"
"2911","weight","计算机软件","教育",0.000567167563515371,1,"0.00057","***","Wilcoxon"
"2912","weight","计算机软件","金属非金属新材料",2.20435526532471e-12,7.2e-09,"2.2e-12","****","Wilcoxon"
"2913","weight","计算机软件","金属制品",7.68139777610476e-241,3.5e-237,"< 2e-16","****","Wilcoxon"
"2914","weight","计算机软件","林业",0.496101797582164,1,"0.49610","ns","Wilcoxon"
"2915","weight","计算机软件","零售",0.00685154543056297,1,"0.00685","**","Wilcoxon"
"2916","weight","计算机软件","贸易",6.78285689820227e-26,2.6e-22,"< 2e-16","****","Wilcoxon"
"2917","weight","计算机软件","煤炭",3.92980313359977e-27,1.5e-23,"< 2e-16","****","Wilcoxon"
"2918","weight","计算机软件","耐火材料",7.29119667215376e-18,2.6e-14,"< 2e-16","****","Wilcoxon"
"2919","weight","计算机软件","农业",5.42588506208606e-23,2.1e-19,"< 2e-16","****","Wilcoxon"
"2920","weight","计算机软件","平面媒体",0.836465784492378,1,"0.83647","ns","Wilcoxon"
"2921","weight","计算机软件","其他电气设备",6.4045016115591e-11,2e-07,"6.4e-11","****","Wilcoxon"
"2922","weight","计算机软件","其他家电",3.03168338992645e-11,9.7e-08,"3.0e-11","****","Wilcoxon"
"2923","weight","计算机软件","其他建材",4.29999269101598e-93,1.9e-89,"< 2e-16","****","Wilcoxon"
"2924","weight","计算机软件","其他交运设备",1.34811643886154e-11,4.4e-08,"1.3e-11","****","Wilcoxon"
"2925","weight","计算机软件","其他轻工",0.273060403891221,1,"0.27306","ns","Wilcoxon"
"2926","weight","计算机软件","汽车",2.05141077795148e-46,8.5e-43,"< 2e-16","****","Wilcoxon"
"2927","weight","计算机软件","燃气",1.56317051249432e-24,6e-21,"< 2e-16","****","Wilcoxon"
"2928","weight","计算机软件","商业物业经营",4.86281493512498e-05,0.12,"4.9e-05","****","Wilcoxon"
"2929","weight","计算机软件","生物医药",1.70072517813079e-14,5.8e-11,"1.7e-14","****","Wilcoxon"
"2930","weight","计算机软件","石油天然气",7.8782981060922e-26,3e-22,"< 2e-16","****","Wilcoxon"
"2931","weight","计算机软件","食品",2.11621593054445e-136,9.5e-133,"< 2e-16","****","Wilcoxon"
"2932","weight","计算机软件","视听器材",0.0281883967646556,1,"0.02819","*","Wilcoxon"
"2933","weight","计算机软件","输变电设备",2.11919155032596e-45,8.7e-42,"< 2e-16","****","Wilcoxon"
"2934","weight","计算机软件","水泥",1.4820903225468e-28,5.8e-25,"< 2e-16","****","Wilcoxon"
"2935","weight","计算机软件","水务",1.17136460685644e-09,3.6e-06,"1.2e-09","****","Wilcoxon"
"2936","weight","计算机软件","陶瓷",0.00200871922872963,1,"0.00201","**","Wilcoxon"
"2937","weight","计算机软件","铁矿石",0.502384256704942,1,"0.50238","ns","Wilcoxon"
"2938","weight","计算机软件","铁路设备",0.740066754805362,1,"0.74007","ns","Wilcoxon"
"2939","weight","计算机软件","通信设备",0.000378638192680666,0.85,"0.00038","***","Wilcoxon"
"2940","weight","计算机软件","通用设备",1.93336071608604e-115,8.6e-112,"< 2e-16","****","Wilcoxon"
"2941","weight","计算机软件","卫星应用",1.07084660018206e-07,0.00031,"1.1e-07","****","Wilcoxon"
"2942","weight","计算机软件","文娱用品",4.71022550938848e-14,1.6e-10,"4.7e-14","****","Wilcoxon"
"2943","weight","计算机软件","物流",2.87612289938884e-31,1.1e-27,"< 2e-16","****","Wilcoxon"
